1	0	1	32022.4
1	1	1	31976
1	2	1	31752.4
1	3	1	31126.2
1	4	1	30400.6
1	5	1	29704.5
1	6	1	29012
1	7	1	28748.6
1	8	1	29093.5
1	9	1	31119.1
1	10	1	34977
1	11	1	37556.3
1	12	1	39265
1	13	1	39903.1
1	14	1	39956.4
1	15	1	40040.4
1	16	1	40633.8
1	17	1	42429.4
1	18	1	45130.7
1	19	1	46123.1
1	20	1	44959.7
1	21	1	40578.9
1	22	1	37247.5
1	23	1	36499.8
2	0	2	31665.4
2	1	2	31647.7
2	2	2	31553.2
2	3	2	31228.4
2	4	2	30679
2	5	2	30395.5
2	6	2	32073.2
2	7	2	36461.4
2	8	2	39605.6
2	9	2	42610.5
2	10	2	46103
2	11	2	47116.9
2	12	2	46676.4
2	13	2	45969.6
2	14	2	45888.5
2	15	2	46444.6
2	16	2	47526
2	17	2	48184.3
2	18	2	49357.4
2	19	2	51008.8
2	20	2	51040
2	21	2	48222.7
2	22	2	42846.4
2	23	2	40178.2
3	0	3	34046
3	1	3	34002.8
3	2	3	33798.4
3	3	3	33247
3	4	3	32551.5
3	5	3	32226.1
3	6	3	33913.6
3	7	3	38144.3
3	8	3	40972.8
3	9	3	43251.4
3	10	3	45369.1
3	11	3	45983.5
3	12	3	46031.7
3	13	3	45897.1
3	14	3	45865.2
3	15	3	46206
3	16	3	46598.2
3	17	3	47324
3	18	3	49611.5
3	19	3	51577.7
3	20	3	50865.1
3	21	3	46966.4
3	22	3	42281.4
3	23	3	38878.5
4	0	4	33697.6
4	1	4	33652
4	2	4	33301.4
4	3	4	32182.7
4	4	4	31511.8
4	5	4	32238.4
4	6	4	35179.8
4	7	4	37538.8
4	8	4	39305.3
4	9	4	43429.9
4	10	4	46225.5
4	11	4	46680.3
4	12	4	46433
4	13	4	46222
4	14	4	46195.6
4	15	4	46286
4	16	4	46530.4
4	17	4	47420.9
4	18	4	49556.7
4	19	4	50845.7
4	20	4	49329.8
4	21	4	44244.5
4	22	4	40175
4	23	4	38850.6
5	0	5	32904.2
5	1	5	33665.8
5	2	5	34328.4
5	3	5	33538
5	4	5	31718.3
5	5	5	31571.3
5	6	5	34366.8
5	7	5	38048.6
5	8	5	39747.8
5	9	5	42330.3
5	10	5	45599.4
5	11	5	46547.4
5	12	5	46233.3
5	13	5	45801.4
5	14	5	45550.9
5	15	5	45693.3
5	16	5	46344.1
5	17	5	47632.4
5	18	5	49749.9
5	19	5	50911.9
5	20	5	50174.4
5	21	5	46445.6
5	22	5	41139.3
5	23	5	38590.2
6	0	6	33647.5
6	1	6	33645.7
6	2	6	33545.3
6	3	6	32884.6
6	4	6	31893.7
6	5	6	32095.7
6	6	6	34756.3
6	7	6	38532.5
6	8	6	39986.1
6	9	6	42190.7
6	10	6	45468.9
6	11	6	46359.1
6	12	6	45694.8
6	13	6	45093.7
6	14	6	44910.2
6	15	6	44797.2
6	16	6	44850.7
6	17	6	45831
6	18	6	48361.8
6	19	6	49613.6
6	20	6	47781.6
6	21	6	42124.8
6	22	6	39069.7
6	23	6	38523.6
7	0	7	33152.9
7	1	7	33136.1
7	2	7	32985.9
7	3	7	32125.9
7	4	7	30936.7
7	5	7	30672.5
7	6	7	30932.2
7	7	7	31564.6
7	8	7	32489.5
7	9	7	35680.5
7	10	7	39358.5
7	11	7	40394.7
7	12	7	40369.3
7	13	7	39801.1
7	14	7	39550.2
7	15	7	39542.5
7	16	7	40220.4
7	17	7	43462.8
7	18	7	44904.7
7	19	7	44861.6
7	20	7	43053.3
7	21	7	38355.9
7	22	7	36854.4
7	23	7	36704
8	0	1	32020.9
8	1	1	31968.5
8	2	1	31722.6
8	3	1	31080
8	4	1	30384.8
8	5	1	29742.5
8	6	1	29087.6
8	7	1	28800.3
8	8	1	29212
8	9	1	31485.1
8	10	1	35202.5
8	11	1	37517.5
8	12	1	39208.7
8	13	1	39885.2
8	14	1	39951.4
8	15	1	40050.1
8	16	1	40615.7
8	17	1	42163.5
8	18	1	44837.4
8	19	1	46048
8	20	1	44930.4
8	21	1	40539.5
8	22	1	37238
8	23	1	36502.3
9	0	2	31664.1
9	1	2	31645.3
9	2	2	31547
9	3	2	31219.7
9	4	2	30675.5
9	5	2	30394.8
9	6	2	32073.8
9	7	2	36479.1
9	8	2	39629.1
9	9	2	42598.4
9	10	2	46081.2
9	11	2	47112.9
9	12	2	46695.4
9	13	2	45968.8
9	14	2	45876.7
9	15	2	46438.2
9	16	2	47515.5
9	17	2	48178.4
9	18	2	49383.4
9	19	2	51017.3
9	20	2	50914.4
9	21	2	47743.5
9	22	2	42447.1
9	23	2	40103.3
10	0	3	34043.6
10	1	3	33998.4
10	2	3	33787.3
10	3	3	33234.3
10	4	3	32546.7
